z,a,e,Uninformed_pred,Uninformed_CI5,Uninformed_CI95,Informed_Pred,Informed_CI5,Informed_CI95,Infor+Cons_pred,Infor+Cons_CI5,Infor+Cons_CI95,JENDL,JENDL Error,GEF,GEF Error,EXP,EXP Error,ENDF,ENDF Error,JEFF,JEFF Error
53,134,5.1,0.020915869,0.01596467,0.025894806,0.0265776,0.022400259,0.030734741,0.028156542,0.024739186,0.031482915,,,,,,,,,,
53,134,5.2,0.021034428,0.016023666,0.02599788,0.026837828,0.022663177,0.031001234,0.028354286,0.024967376,0.031650934,,,,,,,,,,
53,134,5.3,0.02115132,0.016170825,0.026120665,0.027091506,0.022926909,0.031286649,0.028545879,0.025162424,0.031896845,,,,,,,,,,
53,134,5.4,0.021266604,0.016256215,0.026228633,0.0273386,0.023080724,0.031540464,0.028731414,0.025292526,0.032065067,,,,,,,,,,
53,134,5.5,0.021380342,0.016365444,0.02634805,0.027579084,0.023323797,0.031733387,0.028910984,0.025505205,0.032231285,,,,,,,,,,
53,134,5.6,0.021492591,0.01649147,0.026490927,0.027812939,0.023565061,0.032002553,0.029084682,0.025693378,0.032415405,,,,,,,,,,
53,134,5.7,0.021603421,0.016604564,0.026602577,0.028040154,0.023778482,0.032213378,0.029252599,0.025844003,0.032589438,,,,,,,,,,
53,134,5.8,0.021712884,0.016729125,0.026673802,0.028260725,0.024006648,0.032461766,0.029414824,0.026045185,0.032739962,,,,,,,,,,
53,134,5.9,0.021821031,0.016820236,0.026767069,0.028474652,0.024230406,0.03265864,0.029571445,0.026192978,0.032883504,,,,,,,,,,
53,134,6,0.021927921,0.01695408,0.026924992,0.028681946,0.024408728,0.032872645,0.029722552,0.02634799,0.033039838,,,,,,,,,,
53,134,6.1,0.0220336,0.016994761,0.027006924,0.028882618,0.024661324,0.033093502,0.029868228,0.026509983,0.033165788,,,,,,,,,,
53,134,6.2,0.02213813,0.017154596,0.027151624,0.029076689,0.024774256,0.033273237,0.030008559,0.026644536,0.033327183,,,,,,,,,,
53,134,6.3,0.022241555,0.01722471,0.027255717,0.029264182,0.025037591,0.033461004,0.030143628,0.026811117,0.033445394,,,,,,,,,,
53,134,6.4,0.022343913,0.017346387,0.027359775,0.029445126,0.025191516,0.033683776,0.030273517,0.026921777,0.033566307,,,,,,,,,,
53,134,6.5,0.022445255,0.017434217,0.027471793,0.029619554,0.025364675,0.033782539,0.030398305,0.027049922,0.033666973,,,,,,,,,,
53,134,6.6,0.022545626,0.017550671,0.02753841,0.029787503,0.025483889,0.033988917,0.030518072,0.027168807,0.033824368,,,,,,,,,,
53,134,6.7,0.022645062,0.017592839,0.027658639,0.029949014,0.025629868,0.034148413,0.030632894,0.02725818,0.033937669,,,,,,,,,,
53,134,6.8,0.022743618,0.017725052,0.027726886,0.030104131,0.025820346,0.034289302,0.030742848,0.027420735,0.034032425,,,,,,,,,,
53,134,6.9,0.022841321,0.01780995,0.027824697,0.030252901,0.025966298,0.034465269,0.030848008,0.02753284,0.034137616,,,,,,,,,,
53,134,7,0.022938208,0.017879983,0.027942461,0.030395376,0.026104587,0.034537474,0.030948446,0.027644203,0.034206458,,,,,,,,,,
53,134,7.1,0.02303432,0.01798961,0.02801949,0.030531608,0.026200478,0.034714788,0.031044234,0.027712372,0.034321013,,,,,,,,,,
53,134,7.2,0.023129698,0.018163235,0.028158972,0.030661652,0.026342111,0.034816948,0.031135442,0.027819334,0.034392844,,,,,,,,,,
53,134,7.3,0.023224362,0.018240222,0.028276709,0.030785566,0.026530155,0.034951542,0.031222138,0.02793194,0.034474201,,,,,,,,,,
53,134,7.4,0.023318358,0.018272009,0.028331436,0.030903409,0.026624969,0.035072497,0.03130439,0.027963476,0.034602522,,,,,,,,,,
53,134,7.5,0.023411707,0.018402746,0.028444896,0.031015244,0.02672637,0.035149168,0.031382263,0.028086473,0.034636573,,,,,,,,,,
53,134,7.6,0.023504455,0.018454645,0.028541688,0.031121132,0.026836388,0.035280307,0.031455822,0.028166933,0.034713962,,,,,,,,,,
53,134,7.7,0.02359661,0.018576782,0.028577541,0.031221139,0.026975148,0.035329385,0.031525129,0.028232262,0.034733444,,,,,,,,,,
53,134,7.8,0.023688211,0.018667102,0.028717277,0.031315329,0.027044039,0.03541644,0.031590246,0.028306219,0.034791158,,,,,,,,,,
53,134,7.9,0.023779289,0.018736426,0.028771491,0.03140377,0.027174109,0.035549316,0.031651235,0.028351669,0.034915978,,,,,,,,,,
53,134,8,0.023869863,0.018824108,0.028872682,0.031486528,0.027232002,0.03555958,0.031708153,0.028442295,0.034949824,,,,,,,,,,
53,134,8.1,0.023959956,0.01896744,0.028976931,0.031563673,0.0273721,0.035636943,0.031761059,0.028493863,0.034990364,,,,,,,,,,
53,134,8.2,0.024049599,0.018981809,0.029036963,0.031635273,0.027417689,0.03571642,0.03181001,0.028544735,0.035064973,,,,,,,,,,
53,134,8.3,0.024138813,0.019091208,0.029168815,0.031701398,0.027534205,0.035729827,0.031855061,0.028640361,0.035032783,,,,,,,,,,
53,134,8.4,0.02422762,0.01918005,0.029265111,0.031762117,0.027604084,0.035852913,0.031896267,0.028657024,0.035102008,,,,,,,,,,
53,134,8.5,0.024316044,0.019275674,0.029348238,0.0318175,0.027678094,0.035815812,0.031933681,0.028720123,0.035109705,,,,,,,,,,
53,134,8.6,0.024404097,0.019363308,0.029460303,0.031867619,0.027709541,0.035864486,0.031967355,0.028724203,0.035171001,,,,,,,,,,
53,134,8.7,0.024491805,0.019438607,0.029556955,0.031912542,0.027806733,0.035928947,0.031997341,0.028788512,0.03516838,,,,,,,,,,
53,134,8.8,0.024579189,0.019506803,0.029638644,0.031952342,0.02786473,0.035932054,0.032023689,0.028820131,0.03519429,,,,,,,,,,
53,134,8.9,0.024666265,0.01955638,0.02972785,0.031987088,0.027920454,0.035997519,0.032046447,0.028868545,0.035235887,,,,,,,,,,
53,134,9,0.024753046,0.019707378,0.029823156,0.03201685,0.027946951,0.035974254,0.032065665,0.028876084,0.03522614,,,,,,,,,,
53,134,9.1,0.024839553,0.019775121,0.029975737,0.032041698,0.027967373,0.035966013,0.032081389,0.028865208,0.035258292,,,,,,,,,,
53,134,9.2,0.024925799,0.019869042,0.029984698,0.032061703,0.028010181,0.036015427,0.032093665,0.028889004,0.035271602,,,,,,,,,,
53,134,9.3,0.025011805,0.019937473,0.030061866,0.032076933,0.028046422,0.036031671,0.03210254,0.028887065,0.035280299,,,,,,,,,,
53,134,9.4,0.025097585,0.020026664,0.030234001,0.032087458,0.028090971,0.03597425,0.032108057,0.028892718,0.035232676,,,,,,,,,,
53,134,9.5,0.02518315,0.020105194,0.030273596,0.032093346,0.02809679,0.036023475,0.03211026,0.028936817,0.035271405,,,,,,,,,,
53,134,9.6,0.025268507,0.020161247,0.030307711,0.032094665,0.028138858,0.035975354,0.032109193,0.028949258,0.035247387,,,,,,,,,,
53,134,9.7,0.025353678,0.020306927,0.030446269,0.032091484,0.028138831,0.035975478,0.032104897,0.028934039,0.035262581,,,,,,,,,,
53,134,9.8,0.025438674,0.020371881,0.030527896,0.032083868,0.028161898,0.035922145,0.032097413,0.028957712,0.03522389,,,,,,,,,,
53,134,9.9,0.025523503,0.020437519,0.030619235,0.032071884,0.028135513,0.035915815,0.032086783,0.028887725,0.035232521,,,,,,,,,,
53,134,10,0.025608177,0.020496877,0.030698109,0.032055598,0.028160103,0.035877475,0.032073045,0.028899682,0.035193499,,,,,,,,,,
53,134,10.1,0.025692707,0.02059486,0.030801164,0.032035076,0.028160703,0.035827042,0.032056239,0.028930631,0.035199868,,,,,,,,,,
53,134,10.2,0.025777101,0.020702434,0.030905485,0.032010382,0.028154886,0.035771281,0.032036403,0.028887522,0.035148848,,,,,,,,,,
53,134,10.3,0.025861376,0.020772097,0.031001224,0.031981578,0.028157779,0.035719883,0.032013576,0.028878256,0.035149018,,,,,,,,,,
53,134,10.4,0.025945527,0.020877091,0.031082993,0.03194873,0.028106255,0.035729329,0.031987793,0.028839638,0.035100167,,,,,,,,,,
53,134,10.5,0.026029573,0.020922449,0.031152395,0.031911898,0.028086296,0.03564633,0.031959092,0.028815774,0.035043048,,,,,,,,,,
53,134,10.6,0.026113517,0.020989362,0.031246871,0.031871144,0.028087844,0.035610601,0.031927507,0.028797359,0.035065089,,,,,,,,,,
53,134,10.7,0.026197359,0.021045961,0.031319101,0.03182653,0.028079469,0.035519311,0.031893075,0.028751869,0.035019794,,,,,,,,,,
53,134,10.8,0.026281122,0.021178254,0.031437194,0.031778114,0.028062907,0.03544384,0.031855829,0.028716243,0.034941378,,,,,,,,,,
53,134,10.9,0.026364801,0.021253401,0.031521724,0.031725956,0.02795844,0.035440308,0.031815804,0.02866204,0.034956212,,,,,,,,,,
53,134,11,0.026448399,0.0213576,0.031628109,0.031670114,0.027939948,0.035335724,0.031773033,0.02864277,0.034893002,,,,,,,,,,
53,134,11.1,0.026531925,0.021419782,0.031723119,0.031610646,0.027883255,0.035256929,0.031727548,0.028581686,0.034812632,,,,,,,,,,
53,134,11.2,0.02661538,0.021469133,0.031766005,0.031547607,0.027896766,0.035175267,0.031679382,0.028538776,0.034770537,,,,,,,,,,
53,134,11.3,0.02669876,0.021560449,0.031887732,0.031481054,0.027802056,0.035115295,0.031628566,0.028481609,0.034740126,,,,,,,,,,
53,134,11.4,0.026782077,0.021649299,0.031987602,0.031411041,0.027710498,0.035023851,0.031575131,0.028406327,0.034682772,,,,,,,,,,
53,134,11.5,0.026865329,0.021713228,0.032034551,0.031337622,0.027743717,0.03495114,0.031519109,0.028408034,0.034661749,,,,,,,,,,
53,134,11.6,0.026948513,0.021783701,0.032112228,0.03126085,0.027625028,0.034870142,0.031460528,0.028339395,0.034571598,,,,,,,,,,
53,134,11.7,0.027031632,0.021871756,0.032253518,0.031180777,0.027545436,0.034818612,0.031399419,0.028253498,0.034553737,,,,,,,,,,
53,134,11.8,0.027114678,0.021966208,0.03234289,0.031097454,0.027510517,0.034678784,0.031335811,0.028217143,0.034446377,,,,,,,,,,
53,134,11.9,0.027197656,0.021996071,0.03240114,0.031010931,0.027389573,0.034587992,0.031269731,0.028119606,0.034407158,,,,,,,,,,
53,134,12,0.027280554,0.022093671,0.032520949,0.030921256,0.02732614,0.034502319,0.031201209,0.028076809,0.034326757,,,,,,,,,,
53,134,12.1,0.027363363,0.022185766,0.032598641,0.030828479,0.02720771,0.0343955,0.03113027,0.028005467,0.034250244,,,,,,,,,,
53,134,12.2,0.027446085,0.022297055,0.032731401,0.030732646,0.027102467,0.034335246,0.031056944,0.02789969,0.034223358,,,,,,,,,,
53,134,12.3,0.027528702,0.022351793,0.032789867,0.030633804,0.027032976,0.034193461,0.030981255,0.027854041,0.034101928,,,,,,,,,,
53,134,12.4,0.027611207,0.022409935,0.032852991,0.030531997,0.026985922,0.034043326,0.03090323,0.027796536,0.034010708,,,,,,,,,,
53,134,12.5,0.027693591,0.022511211,0.0329729,0.03042727,0.026866584,0.033977568,0.030822895,0.027675038,0.033975993,,,,,,,,,,
53,134,12.6,0.027775821,0.022603538,0.03302559,0.030319666,0.026779888,0.033864441,0.030740274,0.027593306,0.033878581,,,,,,,,,,
53,134,12.7,0.027857894,0.022630746,0.033070985,0.030209227,0.026630116,0.033769079,0.030655392,0.027490359,0.033814961,,,,,,,,,,
53,134,12.8,0.027939783,0.022735866,0.03320635,0.030095993,0.026522706,0.033632899,0.030568273,0.027430566,0.033726624,,,,,,,,,,
53,134,12.9,0.028021459,0.02280045,0.033284219,0.029980006,0.026395258,0.033565052,0.030478941,0.027271216,0.03365342,,,,,,,,,,
53,134,13,0.028102898,0.02285527,0.033359751,0.029861303,0.02631476,0.033412694,0.030387419,0.027195367,0.03354584,,,,,,,,,,
53,134,13.1,0.028184066,0.022932891,0.033459012,0.029739923,0.026166549,0.033294379,0.03029373,0.027114459,0.033461796,,,,,,,,,,
53,134,13.2,0.028264934,0.023036105,0.033567857,0.029615902,0.02600069,0.033202576,0.030197894,0.027013372,0.033399233,,,,,,,,,,
53,134,13.3,0.028345446,0.02307645,0.033659833,0.029489277,0.025919559,0.033048963,0.030099936,0.026909187,0.03330931,,,,,,,,,,
53,134,13.4,0.028425565,0.023116964,0.033664353,0.02936008,0.025751578,0.032950119,0.029999874,0.026807492,0.033175829,,,,,,,,,,
53,134,13.5,0.028505242,0.023227846,0.03379415,0.029228347,0.025616991,0.032887314,0.02989773,0.026701404,0.033149618,,,,,,,,,,
53,134,13.6,0.028584413,0.02330555,0.033917333,0.029094109,0.025463758,0.032726988,0.029793525,0.026591568,0.033034337,,,,,,,,,,
53,134,13.7,0.028663016,0.023357307,0.034031069,0.028957397,0.025351691,0.032594356,0.029687276,0.026454134,0.032920206,,,,,,,,,,
53,134,13.8,0.028740983,0.023410909,0.034051923,0.028818242,0.025198939,0.03247789,0.029579005,0.026343159,0.032822486,,,,,,,,,,
53,134,13.9,0.028818243,0.023482904,0.034177261,0.028676673,0.025021725,0.032332573,0.029468729,0.026190731,0.03274366,,,,,,,,,,
53,134,14,0.028894711,0.023555694,0.03423401,0.028532717,0.024888583,0.032193667,0.029356466,0.026105504,0.032624666,,,,,,,,,,
53,134,14.1,0.0289703,0.023651291,0.034350175,0.0283864,0.024712149,0.03205593,0.029242234,0.025986209,0.032526443,,,,,,,,,,
53,134,14.2,0.029044917,0.023705258,0.034406121,0.02823775,0.024537917,0.032009947,0.02912605,0.025834864,0.032435636,,,,,,,,,,
53,134,14.3,0.029118456,0.02370494,0.034550599,0.02808679,0.024381769,0.031868597,0.02900793,0.025678563,0.032325238,,,,,,,,,,
53,134,14.4,0.029190822,0.023778958,0.03461258,0.027933544,0.024194723,0.031679061,0.02888789,0.025535,0.032212262,,,,,,,,,,
53,134,14.5,0.029261909,0.023795785,0.034734343,0.027778034,0.024031632,0.031591185,0.028765945,0.025451346,0.032091754,,,,,,,,,,
53,134,14.6,0.029331608,0.023829466,0.034795598,0.027620282,0.023823764,0.031527178,0.02864211,0.025272987,0.032010742,,,,,,,,,,
53,134,14.7,0.029399817,0.023826519,0.034890045,0.027460309,0.023709323,0.03135083,0.028516399,0.025167139,0.031903435,,,,,,,,,,
53,134,14.8,0.02946645,0.023828234,0.034982344,0.027298133,0.023499137,0.031254947,0.028388825,0.024989655,0.031799794,,,,,,,,,,
53,134,14.9,0.029531452,0.023841837,0.035119224,0.027133774,0.023340423,0.031085872,0.028259402,0.024880996,0.031659023,,,,,,,,,,
53,134,15,0.029594787,0.023791683,0.035186315,0.026967249,0.023124866,0.030978729,0.028128142,0.024699716,0.031539883,,,,,,,,,,
53,135,14,,,,,,,,,,,,0.03469,0.00156,,,,,,
53,135,1.5,,,,,,,,,,,,0.02518,0.00279,,,,,,
53,135,1.50E+01,,,,,,,,,,,,0.03476,0.00183,,,,,,
53,135,2,,,,,,,,,,,,0.02808,0.00285,,,,,,
53,135,2.53E-08,,,,,,,,,,,,0.01832,0.00241,,,,,,
53,135,2.53E-08,,,,,,,,,,,,,,,,0.02927,8.20E-04,,
53,135,0.5,,,,,,,,,,,,,,,,0.03603,0.00288,,
53,135,14,,,,,,,,,,,,,,,,0.03134,0.00501,,
53,135,2.53E-08,,,,,,,,,,,,,,,,,,0.02509,0.00373
53,135,0.4,,,,,,,,,,,,,,,,,,0.03287,0.00554
53,135,14,,,,,,,,,,,,,,,,,,0.03423,0.00466
53,134,0,,,,,,,,,,0.007364203,0.00184514,,,,,,,,
53,134,0.5,,,,,,,,,,0.011070697,0.002622906,,,,,,,,
53,134,14,,,,,,,,,,0.02838079,0.005324736,,,,,,,,
53,134,0,,,,,,,,,,,,,,0.02394,0.00424,,,,
53,134,0,,,,,,,,,,,,,,0.0113,0.0012,,,,
53,134,0,,,,,,,,,,,,,,0.012,0.01,,,,
53,134,0.17,,,,,,,,,,,,,,0.008,0.006,,,,
53,134,0.55,,,,,,,,,,,,,,0.0179,0.013,,,,
53,134,2,,,,,,,,,,,,,,0.0213,0.01,,,,
53,134,3,,,,,,,,,,,,,,0.0208,0.0008,,,,
53,134,4,,,,,,,,,,,,,,0.0195,0.0044,,,,
53,134,5.5,,,,,,,,,,,,,,0.0265,0.0092,,,,
53,134,6.3,,,,,,,,,,,,,,0.0297,0.0243,,,,
53,134,7.1,,,,,,,,,,,,,,0.0327,0.0156,,,,
53,134,8.1,,,,,,,,,,,,,,0.0269,0.0118,,,,
53,134,10,,,,,,,,,,,,0.0169809,0.000801168,,,,,,
53,134,11,,,,,,,,,,,,0.0184581,0.001119305,,,,,,
53,134,12,,,,,,,,,,,,0.018812,0.001200255,,,,,,
53,134,13,,,,,,,,,,,,0.0180821,0.001073262,,,,,,
53,134,14,,,,,,,,,,,,0.0183388,0.001206339,,,,,,
53,134,1.5,,,,,,,,,,,,0.00671,0.000811253,,,,,,
53,134,15,,,,,,,,,,,,0.0190668,0.001414144,,,,,,
53,134,2,,,,,,,,,,,,0.008006,0.000834333,,,,,,
53,134,2.53E-08,,,,,,,,,,,,0.004917,0.000655425,,,,,,
53,134,3,,,,,,,,,,,,0.009383,0.000918641,,,,,,
53,134,4,,,,,,,,,,,,0.010867,0.000803848,,,,,,
53,134,5,,,,,,,,,,,,0.012361,0.001194081,,,,,,
53,134,6,,,,,,,,,,,,0.0134149,0.00126838,,,,,,
53,134,0.6,,,,,,,,,,,,0.005193,0.000653841,,,,,,
53,134,7,,,,,,,,,,,,0.013122,0.001112262,,,,,,
53,134,8,,,,,,,,,,,,0.013871,0.001123504,,,,,,
53,134,9,,,,,,,,,,,,0.0155079,0.001094169,,,,,,
53,134,0.9,,,,,,,,,,,,0.005435,0.000800041,,,,,,
53,134,0,,,,,,,,,,,,,,,,0.0086442,0.00235404,,
53,134,0.5,,,,,,,,,,,,,,,,0.0108278,0.002218746,,
53,134,14,,,,,,,,,,,,,,,,0.028263,0.005303307,,
53,134,0,,,,,,,,,,,,,,,,,,0.0076385,0.00185414
53,134,0.4,,,,,,,,,,,,,,,,,,0.0081696,0.002045397
53,134,14,,,,,,,,,,,,,,,,,,0.0203829,0.003412
