0,94.98813,86.6343,86.6343,80.21821,41234
7.27555E-05,60.25028,71.42565,73.56612,21.35677,41234
0.000145511,57.57365,91.16011,63.42796,17.69612,41234
0.000218266,57.05173,92.9888,63.78352,17.62349,41234
0.000291022,56.83234,97.87834,63.27655,17.60025,41234
0.000363777,57.54452,91.85663,63.43623,17.42095,41234
0.000436533,56.65794,87.69015,63.68761,17.43356,41234
0.000509288,57.69518,95.45487,63.62745,17.46216,41234
0.000582044,56.73061,89.10546,63.74321,17.71523,41234
0.000654799,50.91357,89.48977,64.27561,17.65157,41234
0.000727555,49.47999,85.13567,64.19079,17.82335,41234
0.00080031,47.17203,100.86304,63.32434,18.21276,41234
0.000873066,47.53148,99.32883,63.50371,17.84811,41234
0.000945821,43.25978,88.33245,63.46064,17.48865,41234
0.001018577,42.2211,87.79057,63.89889,17.3326,41234
0.001091332,41.99789,89.96736,63.5337,17.57847,41234
0.001164088,40.57819,93.60492,64.87949,17.72618,41234
0.001236843,38.91905,96.26319,63.45259,17.75199,41234
0.001309599,39.7906,83.6082,63.51677,17.73893,41234
0.001382354,38.65804,90.85503,63.16205,17.28264,41234
0.00145511,38.71976,90.73165,63.89542,17.18824,41234
0.001527865,38.59598,95.37055,63.5554,17.54045,41234
0.001600621,38.28913,91.28585,62.37679,17.78033,41234
0.001673376,38.74203,93.79402,62.98298,17.53778,41234
0.001746132,39.14451,97.42314,63.66951,17.44549,41234
0.001818887,38.32917,98.69801,63.35454,17.4175,41234
0.001891643,38.33988,92.8084,64.04465,17.41177,41234
0.001964398,38.26839,94.60303,64.18372,17.584,41234
0.002037154,38.46246,90.61178,63.82366,17.63885,41234
0.002109909,36.93054,92.45856,63.50322,17.18251,41234
0.002182665,35.05973,84.63418,63.70644,17.27112,41234
0.00225542,35.70176,96.98828,63.22044,17.18789,41234
0.002328176,36.5248,93.84234,63.55384,17.34644,41234
0.002400931,37.21348,92.61694,63.82208,17.087,41234
0.002473687,36.75145,93.90442,64.2204,16.90343,41234
0.002546442,36.24533,94.02634,63.07312,17.05494,41234
0.002619198,36.08071,96.36375,63.70079,17.04656,41234
0.002691953,34.35803,87.01362,63.49551,17.24775,41234
0.002764709,35.16367,92.10708,64.1122,17.48586,41234
0.002837464,33.79287,85.29286,62.67571,17.23505,41234
0.00291022,34.17812,90.51113,63.02562,17.39686,41234
0.002982975,35.43084,87.3522,62.84802,17.11218,41234
0.003055731,36.27697,84.40468,62.99244,17.02709,41234
0.003128486,35.64834,85.02831,63.05245,17.17719,41234
0.003201242,34.38145,95.73673,63.72367,17.3454,41234
0.003273997,35.82241,87.99427,63.56169,17.19449,41234
0.003346753,34.63458,87.94304,63.97664,17.09556,41234
0.003419508,35.06133,90.67493,63.23779,16.73092,41234
0.003492264,35.66385,87.84386,63.01493,16.8107,41234
0.003565019,35.19113,90.24842,63.30207,16.92824,41234
0.003637775,34.50687,91.55842,63.16139,16.71641,41234
